Date,Day of the Week,Day of the Week ,Hour,Temperature(�C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(�C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Rented Bike Count
16/03/2018,Friday,5,20,6.7,41,1,2000,-5.6,0,0,0,2,0,1,774
16/03/2018,Friday,5,21,5.8,43,1.8,2000,-5.8,0,0,0,2,0,1,710
16/03/2018,Friday,5,22,4.9,46,0.8,2000,-5.7,0,0,0,2,0,1,660
16/03/2018,Friday,5,23,4.2,47,1.3,2000,-6.1,0,0,0,2,0,1,455
17/03/2018,Saturday,6,0,3.7,48,1.6,2000,-6.3,0,0,0,2,0,1,414
17/03/2018,Saturday,6,1,3,52,0.7,2000,-5.9,0,0,0,2,0,1,366
17/03/2018,Saturday,6,2,2.3,56,0.6,2000,-5.5,0,0,0,2,0,1,268
17/03/2018,Saturday,6,3,1.8,59,0.7,2000,-5.3,0,0,0,2,0,1,157
17/03/2018,Saturday,6,4,1.3,61,0.7,2000,-5.4,0,0,0,2,0,1,103
17/03/2018,Saturday,6,5,1,62,0.9,2000,-5.4,0,0,0,2,0,1,60
17/03/2018,Saturday,6,6,0.8,63,1,2000,-5.4,0,0,0,2,0,1,109
17/03/2018,Saturday,6,7,0.5,64,0.8,2000,-5.5,0.01,0,0,2,0,1,193
17/03/2018,Saturday,6,8,1.3,57,1,1974,-6.2,0.32,0,0,2,0,1,384
17/03/2018,Saturday,6,9,3.4,49,1.6,1950,-6.3,1.03,0,0,2,0,1,520
17/03/2018,Saturday,6,10,6,43,1,1829,-5.6,1.69,0,0,2,0,1,561
17/03/2018,Saturday,6,11,8,39,1.2,1783,-5.1,2.26,0,0,2,0,1,742
17/03/2018,Saturday,6,12,10,38,1.5,1677,-3.6,2.51,0,0,2,0,1,933
17/03/2018,Saturday,6,13,10.9,32,1.2,1772,-5.1,2.22,0,0,2,0,1,1111
17/03/2018,Saturday,6,14,12.1,29,2.3,1734,-5.4,2.26,0,0,2,0,1,1294
17/03/2018,Saturday,6,15,13.2,23,2.8,1696,-7.5,2.52,0,0,2,0,1,1514
17/03/2018,Saturday,6,16,13.7,28,2.1,1499,-4.5,1.88,0,0,2,0,1,1440
17/03/2018,Saturday,6,17,12.1,34,2.5,1240,-3.3,0.81,0,0,2,0,1,1272
17/03/2018,Saturday,6,18,10.6,42,2.8,1307,-1.8,0.31,0,0,2,0,1,934
17/03/2018,Saturday,6,19,8.8,49,3.2,1207,-1.3,0.05,0,0,2,0,1,718
17/03/2018,Saturday,6,20,7.9,54,2.3,1005,-0.8,0,0,0,2,0,1,688
17/03/2018,Saturday,6,21,7.4,54,2,1142,-1.3,0,0,0,2,0,1,624
17/03/2018,Saturday,6,22,7,55,2.7,1041,-1.4,0,0,0,2,0,1,562
17/03/2018,Saturday,6,23,6.4,59,1.1,961,-1,0,0,0,2,0,1,422
18/03/2018,Sunday,7,0,5.9,56,1.1,1019,-2.2,0,0,0,2,0,1,407
18/03/2018,Sunday,7,1,5.7,55,1.4,1043,-2.6,0,0,0,2,0,1,309
18/03/2018,Sunday,7,2,5.5,56,1.2,1067,-2.5,0,0,0,2,0,1,226
18/03/2018,Sunday,7,3,5.5,57,1.1,1079,-2.3,0,0,0,2,0,1,174
18/03/2018,Sunday,7,4,5.6,55,0.4,1115,-2.7,0,0,0,2,0,1,106
18/03/2018,Sunday,7,5,5.6,55,1.2,1008,-2.7,0,0,0,2,0,1,67
18/03/2018,Sunday,7,6,5.7,54,1.7,1208,-2.9,0,0,0,2,0,1,73
18/03/2018,Sunday,7,7,5.5,58,1,937,-2.1,0,0,0,2,0,1,152
18/03/2018,Sunday,7,8,5.9,58,1.8,861,-1.7,0.11,0,0,2,0,1,293
18/03/2018,Sunday,7,9,6.3,53,0.5,849,-2.5,0.34,0,0,2,0,1,398
18/03/2018,Sunday,7,10,7.2,53,1.6,709,-1.7,0.45,0,0,2,0,1,460
18/03/2018,Sunday,7,11,8.5,49,0.7,718,-1.6,0.76,0,0,2,0,1,587
18/03/2018,Sunday,7,12,9.8,46,1.2,710,-1.2,1.13,0,0,2,0,1,751
18/03/2018,Sunday,7,13,10.6,43,1.3,705,-1.4,1.07,0,0,2,0,1,881
18/03/2018,Sunday,7,14,11,41,1.1,763,-1.7,0.81,0,0,2,0,1,993
18/03/2018,Sunday,7,15,12,37,0.8,879,-2.2,1.09,0,0,2,0,1,1128
18/03/2018,Sunday,7,16,12.3,30,1.6,1263,-4.8,0.94,0,0,2,0,1,1059
18/03/2018,Sunday,7,17,11.1,42,2.2,765,-1.3,0.34,0,0,2,0,1,603
18/03/2018,Sunday,7,18,10.4,47,0.4,824,-0.4,0.14,0,0,2,0,1,365
18/03/2018,Sunday,7,19,10,53,1.7,796,0.8,0.01,0,0,2,0,1,237
18/03/2018,Sunday,7,20,9.2,66,1.1,513,3.1,0,0,0,2,0,1,146
18/03/2018,Sunday,7,21,8.8,72,0.9,501,4,0,0,0,2,0,1,71
18/03/2018,Sunday,7,22,8.1,76,0.8,492,4.1,0,0,0,2,0,1,70
18/03/2018,Sunday,7,23,7.4,80,1.3,471,4.1,0,0,0,2,0,1,53
19/03/2018,Monday,1,0,7,81,1.1,421,3.9,0,0.5,0,2,0,1,67
19/03/2018,Monday,1,1,6.7,84,0.8,320,4.1,0,0,0,2,0,1,38
19/03/2018,Monday,1,2,6.6,86,0.6,416,4.4,0,0,0,2,0,1,28
19/03/2018,Monday,1,3,6.5,88,0.9,276,4.6,0,0.3,0,2,0,1,12
19/03/2018,Monday,1,4,6.3,90,1,240,4.7,0,0,0,2,0,1,9
19/03/2018,Monday,1,5,6.2,89,1.5,338,4.5,0,0,0,2,0,1,27
19/03/2018,Monday,1,6,6.5,88,1.2,417,4.6,0,0.2,0,2,0,1,91
19/03/2018,Monday,1,7,6.5,88,1.4,515,4.6,0,0,0,2,0,1,370
19/03/2018,Monday,1,8,7.3,84,2.2,813,4.7,0.05,0,0,2,0,1,592
19/03/2018,Monday,1,9,8.2,81,2.7,1273,5.1,0.2,0.5,0,2,0,1,387
19/03/2018,Monday,1,10,9.1,77,2.7,1587,5.2,0.27,0,0,2,0,1,292
19/03/2018,Monday,1,11,10.2,65,3.3,2000,3.9,0.57,0,0,2,0,1,393
19/03/2018,Monday,1,12,10.2,58,3.5,2000,2.2,0.32,0,0,2,0,1,403
19/03/2018,Monday,1,13,10.1,61,3.7,1504,2.9,0.38,0,0,2,0,1,387
19/03/2018,Monday,1,14,10.1,59,3.3,2000,2.4,0.57,0,0,2,0,1,326
19/03/2018,Monday,1,15,9.8,57,3,2000,1.6,0.43,0,0,2,0,1,263
19/03/2018,Monday,1,16,8.9,63,3,1614,2.2,0.28,0,0,2,0,1,271
19/03/2018,Monday,1,17,8.5,59,2.7,1927,0.9,0.16,0,0,2,0,1,605
19/03/2018,Monday,1,18,8.6,55,2.4,1958,0,0.09,0,0,2,0,1,1200
19/03/2018,Monday,1,19,8.4,51,3.3,1977,-1.1,0.01,0,0,2,0,1,818
19/03/2018,Monday,1,20,8.3,47,3.1,2000,-2.3,0,0,0,2,0,1,711
19/03/2018,Monday,1,21,8,47,3.3,2000,-2.6,0,0,0,2,0,1,731
19/03/2018,Monday,1,22,7.6,48,3.1,2000,-2.7,0,0,0,2,0,1,565
19/03/2018,Monday,1,23,6.9,44,3.3,2000,-4.5,0,0,0,2,0,1,382
20/03/2018,Tuesday,2,0,6.3,42,3.3,2000,-5.6,0,0,0,2,0,1,297
20/03/2018,Tuesday,2,1,5.5,42,3.1,2000,-6.4,0,0,0,2,0,1,243
20/03/2018,Tuesday,2,2,5.1,44,3.4,2000,-6.1,0,0,0,2,0,1,165
20/03/2018,Tuesday,2,3,4.7,44,3.8,2000,-6.5,0,0,0,2,0,1,95
20/03/2018,Tuesday,2,4,4.4,44,3.1,2000,-6.8,0,0,0,2,0,1,69
20/03/2018,Tuesday,2,5,4.1,42,3.1,2000,-7.6,0,0,0,2,0,1,92
20/03/2018,Tuesday,2,6,3.9,43,3.4,2000,-7.5,0,0,0,2,0,1,235
20/03/2018,Tuesday,2,7,3.8,44,4.1,2000,-7.3,0.02,0,0,2,0,1,677
20/03/2018,Tuesday,2,8,4.3,43,4.2,2000,-7.2,0.37,0,0,2,0,1,1212
20/03/2018,Tuesday,2,9,5.7,38,3.9,1985,-7.5,0.98,0,0,2,0,1,661
20/03/2018,Tuesday,2,10,7.4,35,3.5,1990,-7,1.81,0,0,2,0,1,418
20/03/2018,Tuesday,2,11,8.4,34,3.6,1966,-6.5,2.36,0,0,2,0,1,488
20/03/2018,Tuesday,2,12,9,33,3.1,1985,-6.4,2.59,0,0,2,0,1,522
20/03/2018,Tuesday,2,13,8,37,3.4,2000,-5.8,1.96,0,0,2,0,1,516
20/03/2018,Tuesday,2,14,7.3,38,3.4,1997,-6.1,1.6,0,0,2,0,1,478
20/03/2018,Tuesday,2,15,6.5,39,3.3,2000,-6.4,1.21,0,0,2,0,1,492
20/03/2018,Tuesday,2,16,5.6,42,4.2,2000,-6.3,0.81,0,0,2,0,1,518
20/03/2018,Tuesday,2,17,4.9,43,4.3,2000,-6.6,0.42,0,0,2,0,1,719
20/03/2018,Tuesday,2,18,4.1,43,3.5,2000,-7.3,0.21,0,0,2,0,1,1111
20/03/2018,Tuesday,2,19,3.2,45,3.7,2000,-7.6,0.02,0,0,2,0,1,716
20/03/2018,Tuesday,2,20,2.7,45,3.3,2000,-8,0,0,0,2,0,1,543
20/03/2018,Tuesday,2,21,2.3,40,3.3,2000,-9.9,0,0,0,2,0,1,494
20/03/2018,Tuesday,2,22,2,37,2.7,2000,-11.1,0,0,0,2,0,1,460
20/03/2018,Tuesday,2,23,1.8,37,2.3,2000,-11.3,0,0,0,2,0,1,294
21/03/2018,Wednesday,3,0,1.6,39,2.3,2000,-10.8,0,0,0,2,0,1,240
21/03/2018,Wednesday,3,1,1.5,40,2.8,2000,-10.6,0,0,0,2,0,1,223
21/03/2018,Wednesday,3,2,1.4,40,2.9,2000,-10.7,0,0,0,2,0,1,147
21/03/2018,Wednesday,3,3,1.3,40,2.1,2000,-10.8,0,0,0,2,0,1,82
21/03/2018,Wednesday,3,4,1.3,39,2.3,2000,-11.1,0,0,0,2,0,1,70
21/03/2018,Wednesday,3,5,1.3,40,2.3,2000,-10.8,0,0,0,2,0,1,80
21/03/2018,Wednesday,3,6,1.4,42,1.7,2000,-10.1,0,0,0,2,0,1,209
21/03/2018,Wednesday,3,7,1.4,43,1.5,2000,-9.8,0,0,0,2,0,1,605
21/03/2018,Wednesday,3,8,1.6,42,1.8,2000,-9.9,0.13,0,0,2,0,1,1097
21/03/2018,Wednesday,3,9,2.5,40,1.9,2000,-9.7,0.41,0,0,2,0,1,614
21/03/2018,Wednesday,3,10,3.6,37,1.3,2000,-9.7,0.83,0,0,2,0,1,374
21/03/2018,Wednesday,3,11,4.8,35,2.1,2000,-9.4,1.38,0,0,2,0,1,339
21/03/2018,Wednesday,3,12,4.8,51,2.2,1715,-4.5,1.12,0,0,2,0,1,333
21/03/2018,Wednesday,3,13,4,64,2,1834,-2.2,0.75,0,0,2,0,1,196
21/03/2018,Wednesday,3,14,1.9,89,1.5,102,0.2,0.41,0,0,2,0,1,117
21/03/2018,Wednesday,3,15,2.2,85,1.3,2000,0,0.41,0.5,0,2,0,1,184
21/03/2018,Wednesday,3,16,2.4,79,1.9,1995,-0.8,0.37,0,0,2,0,1,241
21/03/2018,Wednesday,3,17,2.5,78,2,2000,-0.9,0.25,0,0,2,0,1,319
21/03/2018,Wednesday,3,18,2,77,1.3,2000,-1.6,0.07,0,0,2,0,1,615
21/03/2018,Wednesday,3,19,2,81,0.7,2000,-0.9,0,0,0,2,0,1,402
21/03/2018,Wednesday,3,20,1.7,85,1.3,396,-0.5,0,0,0,2,0,1,120
21/03/2018,Wednesday,3,21,1.2,92,0.7,1474,0,0,0.5,0,2,0,1,231
21/03/2018,Wednesday,3,22,1.2,87,0.9,1802,-0.7,0,0,0,2,0,1,320
21/03/2018,Wednesday,3,23,1.5,86,1.2,1495,-0.5,0,0,0,2,0,1,226
22/03/2018,Thursday,4,0,1.6,86,1.7,1141,-0.4,0,0,0,2,0,1,243
22/03/2018,Thursday,4,1,1.6,85,2,952,-0.6,0,0,0,2,0,1,247
22/03/2018,Thursday,4,2,1.5,86,2.5,782,-0.5,0,0,0,2,0,1,173
22/03/2018,Thursday,4,3,1.3,87,1.7,822,-0.6,0,0,0,2,0,1,107
22/03/2018,Thursday,4,4,1.3,87,2.2,937,-0.6,0,0,0,2,0,1,75
22/03/2018,Thursday,4,5,1.1,88,0.9,927,-0.6,0,0,0,2,0,1,81
22/03/2018,Thursday,4,6,0.8,88,1,900,-0.9,0,0,0,2,0,1,212
22/03/2018,Thursday,4,7,0.6,85,1.5,1321,-1.6,0.01,0,0,2,0,1,600
22/03/2018,Thursday,4,8,1.1,79,1.7,1480,-2.1,0.36,0,0,2,0,1,1174
22/03/2018,Thursday,4,9,2.5,67,1.3,1472,-3,1.11,0,0,2,0,1,653
22/03/2018,Thursday,4,10,4.9,56,1.9,1480,-3.1,1.76,0,0,2,0,1,446
22/03/2018,Thursday,4,11,6.9,46,2.1,1541,-3.9,2.33,0,0,2,0,1,565
22/03/2018,Thursday,4,12,8.3,36,2.5,1665,-5.9,2.7,0,0,2,0,1,668
22/03/2018,Thursday,4,13,9.9,29,3.2,1641,-7.3,2.91,0,0,2,0,1,648
22/03/2018,Thursday,4,14,11.4,30,3.1,1672,-5.5,2.82,0,0,2,0,1,674
22/03/2018,Thursday,4,15,10.7,34,4.5,1850,-4.5,2.51,0,0,2,0,1,758
22/03/2018,Thursday,4,16,10.3,34,3.8,1850,-4.9,1.93,0,0,2,0,1,752
22/03/2018,Thursday,4,17,9.6,38,3.2,1606,-4,1.35,0,0,2,0,1,999
22/03/2018,Thursday,4,18,7.9,46,3.1,1057,-3,0.58,0,0,2,0,1,1495
22/03/2018,Thursday,4,19,6.2,54,1.8,883,-2.4,0.08,0,0,2,0,1,923
22/03/2018,Thursday,4,20,5.1,56,2,899,-2.9,0,0,0,2,0,1,739
22/03/2018,Thursday,4,21,4.5,62,2,826,-2.1,0,0,0,2,0,1,726
22/03/2018,Thursday,4,22,3.9,66,2.7,990,-1.8,0,0,0,2,0,1,621
22/03/2018,Thursday,4,23,3.4,69,1.1,895,-1.7,0,0,0,2,0,1,428
23/03/2018,Friday,5,0,2.9,72,1.3,903,-1.6,0,0,0,2,0,1,335
23/03/2018,Friday,5,1,2.5,75,1.5,786,-1.4,0,0,0,2,0,1,283
23/03/2018,Friday,5,2,2.2,80,1.4,615,-0.8,0,0,0,2,0,1,216
23/03/2018,Friday,5,3,1.9,81,1.1,525,-1,0,0,0,2,0,1,128
23/03/2018,Friday,5,4,2,80,0.8,474,-1,0,0,0,2,0,1,92
23/03/2018,Friday,5,5,2.2,79,0.8,553,-1,0,0,0,2,0,1,95
23/03/2018,Friday,5,6,2.3,80,0.7,546,-0.8,0,0,0,2,0,1,243
23/03/2018,Friday,5,7,2.5,79,1.4,536,-0.7,0.01,0,0,2,0,1,661
23/03/2018,Friday,5,8,2.6,77,1.3,567,-1,0.21,0,0,2,0,1,1216
23/03/2018,Friday,5,9,3.3,72,1.4,618,-1.2,0.61,0,0,2,0,1,664
23/03/2018,Friday,5,10,5.4,64,1.6,637,-0.8,1.7,0,0,2,0,1,461
23/03/2018,Friday,5,11,7.1,50,1.7,799,-2.6,2.24,0,0,2,0,1,584
23/03/2018,Friday,5,12,9.3,37,2.3,940,-4.6,2.72,0,0,2,0,1,690
23/03/2018,Friday,5,13,10.9,36,2.1,1073,-3.6,2.87,0,0,2,0,1,682
23/03/2018,Friday,5,14,12.4,33,2.9,811,-3.4,2.71,0,0,2,0,1,758
23/03/2018,Friday,5,15,12.1,30,3,1120,-4.9,2.41,0,0,2,0,1,849
23/03/2018,Friday,5,16,12.2,24,2.8,1655,-7.8,1.98,0,0,2,0,1,901
23/03/2018,Friday,5,17,11.2,27,3.5,1585,-7.1,1.19,0,0,2,0,1,1108
23/03/2018,Friday,5,18,9.7,36,3.6,948,-4.6,0.37,0,0,2,0,1,1611
23/03/2018,Friday,5,19,8.3,48,3,779,-2,0.06,0,0,2,0,1,932
23/03/2018,Friday,5,20,6.7,48,2.6,774,-3.5,0,0,0,2,0,1,724
23/03/2018,Friday,5,21,5.8,60,2.2,650,-1.3,0,0,0,2,0,1,676
23/03/2018,Friday,5,22,5.3,63,1.8,591,-1.1,0,0,0,2,0,1,638
23/03/2018,Friday,5,23,5,42,1.7,717,-6.8,0,0,0,2,0,1,422
24/03/2018,Saturday,6,0,4.7,46,1.7,746,-5.9,0,0,0,2,0,1,403
24/03/2018,Saturday,6,1,4.7,51,1.1,728,-4.5,0,0,0,2,0,1,360
24/03/2018,Saturday,6,2,5,50,1.7,669,-4.5,0,0,0,2,0,1,305
24/03/2018,Saturday,6,3,5,51,0.8,659,-4.3,0,0,0,2,0,1,197
24/03/2018,Saturday,6,4,5.1,54,1.2,550,-3.4,0,0,0,2,0,1,122
24/03/2018,Saturday,6,5,4.7,54,1.3,543,-3.8,0,0,0,2,0,1,82
24/03/2018,Saturday,6,6,4.2,50,0.6,633,-5.3,0,0,0,2,0,1,113
24/03/2018,Saturday,6,7,4,54,0.9,587,-4.4,0.01,0,0,2,0,1,198
24/03/2018,Saturday,6,8,4.5,49,0.4,580,-5.3,0.19,0,0,2,0,1,424
24/03/2018,Saturday,6,9,6.5,40,2.5,588,-6.1,0.69,0,0,2,0,1,456
24/03/2018,Saturday,6,10,7.2,43,1.5,559,-4.5,0.42,0,0,2,0,1,494
24/03/2018,Saturday,6,11,9,56,2,399,0.6,1.11,0,0,2,0,1,589
24/03/2018,Saturday,6,12,10.6,52,3.1,390,1.1,2.27,0,0,2,0,1,806
24/03/2018,Saturday,6,13,12.4,50,2.5,379,2.2,2.48,0,0,2,0,1,880
24/03/2018,Saturday,6,14,12.7,55,3.4,378,3.8,2.42,0,0,2,0,1,855
24/03/2018,Saturday,6,15,12.4,58,4.1,404,4.3,2.26,0,0,2,0,1,1025
24/03/2018,Saturday,6,16,12.3,61,3.4,359,4.9,1.82,0,0,2,0,1,947
24/03/2018,Saturday,6,17,11.1,66,4.2,367,4.9,1.18,0,0,2,0,1,916
24/03/2018,Saturday,6,18,9,76,3,288,4.9,0.45,0,0,2,0,1,736
24/03/2018,Saturday,6,19,7.7,80,2.8,234,4.4,0.05,0,0,2,0,1,521
24/03/2018,Saturday,6,20,7.1,83,3.3,203,4.4,0,0,0,2,0,1,513
24/03/2018,Saturday,6,21,6.7,84,2.8,193,4.1,0,0,0,2,0,1,487
24/03/2018,Saturday,6,22,6.5,85,2.3,167,4.1,0,0,0,2,0,1,460
24/03/2018,Saturday,6,23,6.4,85,2.3,155,4,0,0,0,2,0,1,354
25/03/2018,Sunday,7,0,6.4,84,1.4,171,3.8,0,0,0,2,0,1,372
25/03/2018,Sunday,7,1,6.4,82,1.2,186,3.5,0,0,0,2,0,1,267
25/03/2018,Sunday,7,2,6,82,1.3,198,3.1,0,0,0,2,0,1,195
25/03/2018,Sunday,7,3,5.5,83,0.9,186,2.8,0,0,0,2,0,1,139
25/03/2018,Sunday,7,4,5.3,82,1,200,2.4,0,0,0,2,0,1,90
25/03/2018,Sunday,7,5,5,83,0.7,200,2.3,0,0,0,2,0,1,60
25/03/2018,Sunday,7,6,4.6,84,0.7,193,2.1,0,0,0,2,0,1,71
25/03/2018,Sunday,7,7,4.7,82,1.3,198,1.8,0.02,0,0,2,0,1,137
25/03/2018,Sunday,7,8,5,79,1.1,203,1.6,0.23,0,0,2,0,1,225
25/03/2018,Sunday,7,9,6.3,73,1.3,218,1.8,0.79,0,0,2,0,1,331
25/03/2018,Sunday,7,10,8.4,65,1.8,229,2.1,1.67,0,0,2,0,1,359
25/03/2018,Sunday,7,11,10.7,56,2,261,2.2,2.27,0,0,2,0,1,466
25/03/2018,Sunday,7,12,12.7,45,1.3,321,1,2.63,0,0,2,0,1,626
25/03/2018,Sunday,7,13,14.6,38,1.9,315,0.4,2.75,0,0,2,0,1,784
25/03/2018,Sunday,7,14,16.1,37,2.4,315,1.3,2.62,0,0,2,0,1,882
25/03/2018,Sunday,7,15,16.7,38,3.1,265,2.2,2.27,0,0,2,0,1,960
25/03/2018,Sunday,7,16,16.5,39,3.1,366,2.4,1.91,0,0,2,0,1,1031
25/03/2018,Sunday,7,17,15.8,40,2.3,481,2.2,1.28,0,0,2,0,1,911
25/03/2018,Sunday,7,18,14.4,44,2.7,596,2.2,0.6,0,0,2,0,1,768
25/03/2018,Sunday,7,19,12.6,59,2.5,384,4.7,0.08,0,0,2,0,1,571
25/03/2018,Sunday,7,20,10.7,70,2.8,236,5.4,0,0,0,2,0,1,502
25/03/2018,Sunday,7,21,9.8,74,2.2,219,5.3,0,0,0,2,0,1,456
25/03/2018,Sunday,7,22,8.8,79,2,203,5.3,0,0,0,2,0,1,424
25/03/2018,Sunday,7,23,8,82,1.3,196,5.1,0,0,0,2,0,1,336
26/03/2018,Monday,1,0,7.1,84,2.3,185,4.5,0,0,0,2,0,1,244
26/03/2018,Monday,1,1,6.3,87,1.8,153,4.2,0,0,0,2,0,1,185
26/03/2018,Monday,1,2,5.4,95,1.5,89,4.6,0,0,0,2,0,1,93
26/03/2018,Monday,1,3,5.5,96,1.6,72,4.9,0,0,0,2,0,1,62
26/03/2018,Monday,1,4,5.5,96,2,53,4.9,0,0,0,2,0,1,65
26/03/2018,Monday,1,5,5.4,97,1.5,38,4.9,0,0,0,2,0,1,98
26/03/2018,Monday,1,6,5.7,97,0.5,80,5.2,0,0,0,2,0,1,227
26/03/2018,Monday,1,7,6,96,0.6,94,5.4,0,0,0,2,0,1,581
26/03/2018,Monday,1,8,6.4,90,1.4,117,4.8,0.13,0,0,2,0,1,983
26/03/2018,Monday,1,9,7.6,82,0.7,147,4.7,0.55,0,0,2,0,1,540
26/03/2018,Monday,1,10,10,70,1,187,4.7,1.57,0,0,2,0,1,415
26/03/2018,Monday,1,11,12.6,60,2.4,281,5,2.23,0,0,2,0,1,422
26/03/2018,Monday,1,12,14.6,53,2.5,348,5.1,2.65,0,0,2,0,1,492
26/03/2018,Monday,1,13,16,47,2.5,459,4.6,2.8,0,0,2,0,1,504
26/03/2018,Monday,1,14,17.4,39,2.9,520,3.2,2.7,0,0,2,0,1,575
26/03/2018,Monday,1,15,17.6,33,3.6,985,1.1,2.44,0,0,2,0,1,604
26/03/2018,Monday,1,16,17.7,33,3.4,897,1.2,1.96,0,0,2,0,1,819
26/03/2018,Monday,1,17,17.1,31,3.3,1075,-0.1,1.33,0,0,2,0,1,925
26/03/2018,Monday,1,18,16,33,2.9,1138,-0.2,0.6,0,0,2,0,1,1477
26/03/2018,Monday,1,19,14.3,37,3.1,1247,-0.2,0.1,0,0,2,0,1,1031
26/03/2018,Monday,1,20,12.9,42,2.8,1047,0.2,0,0,0,2,0,1,835
26/03/2018,Monday,1,21,11.6,54,1.5,693,2.5,0,0,0,2,0,1,798
26/03/2018,Monday,1,22,10.7,58,1.4,600,2.7,0,0,0,2,0,1,662
26/03/2018,Monday,1,23,9.8,62,0.6,535,2.8,0,0,0,2,0,1,447
27/03/2018,Tuesday,2,0,9,68,1.1,426,3.3,0,0,0,2,0,1,380
27/03/2018,Tuesday,2,1,8.7,70,0.9,398,3.5,0,0,0,2,0,1,278
27/03/2018,Tuesday,2,2,8.3,70,0.8,394,3.1,0,0,0,2,0,1,163
27/03/2018,Tuesday,2,3,8.1,71,0.9,378,3.1,0,0,0,2,0,1,127
27/03/2018,Tuesday,2,4,7.8,70,0.3,395,2.6,0,0,0,2,0,1,95
27/03/2018,Tuesday,2,5,8,63,0.8,439,1.3,0,0,0,2,0,1,110
27/03/2018,Tuesday,2,6,8.1,66,0.6,415,2.1,0,0,0,2,0,1,231
27/03/2018,Tuesday,2,7,8.5,67,0.7,475,2.7,0.02,0,0,2,0,1,705
27/03/2018,Tuesday,2,8,9.3,62,0.6,519,2.3,0.25,0,0,2,0,1,1201
27/03/2018,Tuesday,2,9,11.6,51,0.8,498,1.7,0.84,0,0,2,0,1,699
27/03/2018,Tuesday,2,10,13.9,40,0.8,586,0.5,1.6,0,0,2,0,1,462
27/03/2018,Tuesday,2,11,15.8,40,1.9,647,2.2,1.95,0,0,2,0,1,560
27/03/2018,Tuesday,2,12,16.7,47,2.4,620,5.3,1.76,0,0,2,0,1,586
27/03/2018,Tuesday,2,13,18.6,46,2.1,642,6.7,2.54,0,0,2,0,1,563
27/03/2018,Tuesday,2,14,19.4,45,2,624,7.1,2.05,0,0,2,0,1,618
27/03/2018,Tuesday,2,15,19.9,45,2.7,676,7.6,1.79,0,0,2,0,1,636
27/03/2018,Tuesday,2,16,19.5,50,3.4,613,8.7,1.6,0,0,2,0,1,774
27/03/2018,Tuesday,2,17,18.4,54,3.2,605,8.9,1.05,0,0,2,0,1,960
27/03/2018,Tuesday,2,18,16.8,60,3.1,580,8.9,0.46,0,0,2,0,1,1521
27/03/2018,Tuesday,2,19,15,67,2.6,452,8.9,0.07,0,0,2,0,1,1020
27/03/2018,Tuesday,2,20,13.9,72,2.4,385,8.9,0,0,0,2,0,1,864
27/03/2018,Tuesday,2,21,13.4,73,1.5,325,8.6,0,0,0,2,0,1,866
27/03/2018,Tuesday,2,22,12.9,75,1.3,326,8.5,0,0,0,2,0,1,764
27/03/2018,Tuesday,2,23,12.4,74,1.5,356,7.8,0,0,0,2,0,1,527
28/03/2018,Wednesday,3,0,12,76,0.8,346,7.8,0,0,0,2,0,1,400
28/03/2018,Wednesday,3,1,11.6,74,1.2,374,7.1,0,0,0,2,0,1,337
28/03/2018,Wednesday,3,2,11.5,75,1.9,399,7.2,0,0,0,2,0,1,225
28/03/2018,Wednesday,3,3,10.9,79,0.8,383,7.3,0,0,0,2,0,1,150
28/03/2018,Wednesday,3,4,10.6,77,0.9,422,6.7,0,0,0,2,0,1,104
28/03/2018,Wednesday,3,5,10.2,80,0.8,366,6.8,0,0,0,2,0,1,107
28/03/2018,Wednesday,3,6,9.6,84,0.7,301,7,0,0,0,2,0,1,258
28/03/2018,Wednesday,3,7,9.6,82,1.1,284,6.6,0.04,0,0,2,0,1,741
28/03/2018,Wednesday,3,8,10.3,77,0.7,341,6.4,0.37,0,0,2,0,1,1353
28/03/2018,Wednesday,3,9,12.4,66,1,546,6.2,0.91,0,0,2,0,1,723
28/03/2018,Wednesday,3,10,14.7,62,2.9,684,7.4,1.59,0,0,2,0,1,494
28/03/2018,Wednesday,3,11,15.6,60,3.7,817,7.8,1.44,0,0,2,0,1,588
28/03/2018,Wednesday,3,12,16.5,57,3.8,881,7.9,1.55,0,0,2,0,1,629
28/03/2018,Wednesday,3,13,17.5,54,3.1,1065,8,1.63,0,0,2,0,1,723
28/03/2018,Wednesday,3,14,18.6,46,4.4,1664,6.7,2.14,0,0,2,0,1,698
28/03/2018,Wednesday,3,15,18.2,45,4.1,1908,6,1.86,0,0,2,0,1,785
28/03/2018,Wednesday,3,16,18.3,43,4.3,1931,5.4,1.3,0,0,2,0,1,943
28/03/2018,Wednesday,3,17,17.6,45,4.2,1947,5.5,0.7,0,0,2,0,1,1221
28/03/2018,Wednesday,3,18,17,53,3.1,1855,7.3,0.35,0,0,2,0,1,1839
28/03/2018,Wednesday,3,19,16,60,2.8,1436,8.2,0.06,0,0,2,0,1,1288
28/03/2018,Wednesday,3,20,15.2,65,2.2,988,8.6,0,0,0,2,0,1,1133
28/03/2018,Wednesday,3,21,14.2,70,0.8,723,8.7,0,0,0,2,0,1,1035
28/03/2018,Wednesday,3,22,13.6,73,2,644,8.8,0,0,0,2,0,1,907
